pid,sid,file,vid,start_time,end_time,text,manual_transcript,notes,age,speaker
01970002,26,01970002-26,1,361,362,Your five-year-old.,Your five-year-old.,NA,3.9,tadult
01970002,26,01970002-26,1,362,364,"Oh, it the air five-year-old. It should be strongly on five-year-old.","Oh, it the air five-year-old. It should be strongly on five-year-old.",NA,3.9,tadult
01970002,26,01970002-26,1,362,364,"Right, I'm fine.","Right, I'm fine.",NA,3.9,ochild
01970002,26,01970002-26,1,364,366,"Oh, it should be very good for them.","Oh, it should be very good for them.",NA,3.9,tadult
01970002,26,01970002-26,1,366,372,"Pretend us to win in the rainbow ocean,","Pretend it's the wind in the rainbow ocean,",NA,3.9,tadult
01970002,26,01970002-26,1,372,373,"five-year-old. Tend to win in the rainbow ocean, by the roll.","five-year-old. Tend to win in the rainbow ocean, five year olds",NA,3.9,tadult
01970002,26,01970002-26,1,373,377,"Come back, by roll.","Come back, five year olds",noisy environment,3.9,tadult
01970002,26,01970002-26,1,377,380,"Come back, by roll.","Come back, five year olds",noisy environment,3.9,tadult
01970002,26,01970002-26,1,380,385,That's after five roll.,That's after five [name].,proper noun,3.9,ochild
01970002,26,01970002-26,1,380,385,Come on back to go. Come on back everyone.,Come on back everyone.,NA,3.9,tadult
01970002,26,01970002-26,2,901.28,908.28,"I am very, very, very, very, very, yeah, you see.","I am very, very, very, very, very, yeah, you see.",NA,3.9,tadult
01970002,26,01970002-26,2,908.28,909.28,Shh.,Shh.,NA,3.9,tadult
01970002,26,01970002-26,2,909.28,914.28,"Okay, everyone in the country say,","Okay, everyone in the count of three say,",NA,3.9,tadult
01970002,26,01970002-26,2,914.28,915.28,"wake up, one, two, three.","wake up, one, two, three.",NA,3.9,tadult
01970002,26,01970002-26,2,915.28,916.28,Wake up!,Wake up!,NA,3.9,ochild
01970002,26,01970002-26,2,916.28,918.28,"Okay, should we try something?","Okay, should we try something?",NA,3.9,tadult
01970002,26,01970002-26,2,918.28,920.28,We have a little bit of extra time.,We have a little bit of extra time.,NA,3.9,tadult
01970002,26,01970002-26,2,920.28,921.28,Let's try something.,Let's try something.,NA,3.9,tadult
01970002,26,01970002-26,2,921.28,922.28,I'm going to call out two names.,I'm going to call out two names.,NA,3.9,tadult
01970002,26,01970002-26,2,922.28,926.28,"When I call out those names, I want you to switch places, okay?","When I call out those names, I want you to switch places, okay?",NA,3.9,tadult
01970002,26,01970002-26,2,926.28,926.8399999999999,"So listen for your names. I want you to switch places, okay?","So listen for your names. I want you to switch places, okay?",NA,3.9,tadult
01970002,26,01970002-26,2,926.8399999999999,928.16,So listen for your names.,So listen for your names.,NA,3.9,tadult
01970002,26,01970002-26,2,929.16,931.56,"[name] and [name], running switch places.","[name] and [name], running switch places.",NA,3.9,tadult
01970002,26,01970002-26,2,931.56,933.76,"[name], seeing the snow over there?","[name], see [name] over there?",NA,3.9,tadult
01970002,26,01970002-26,2,933.76,935.16,[name] comes to and sit by me.,[name] comes to and sit by me.,NA,3.9,tadult
01990001,51,01990001-51,1,414.24,425,[name] with you in this class because she was in your class last year right? You don't want any pass a check? You don't want any pass in that.,[name] with you in this class because she was in your class last year right? You don't want any pass a check? You don't want any pass in that.,NA,3.93,tadult
01990001,51,01990001-51,1,425,429,You don't want any pass in that.,You don't want any pass in that.,NA,3.93,tadult
01990001,51,01990001-51,1,429,432,Or you want some patience and don't want any pass it to make.,Or you want some patience and don't want any pass it to Luca,proper noun,3.93,tadult
01990001,51,01990001-51,1,432,435,"Yeah, fella, I got that we here.","Yeah, fella, I got that we here.",NA,3.93,ochild
01990001,51,01990001-51,1,435,437,Is that Pear?,Is that Pear?,NA,3.93,ochild
01990001,51,01990001-51,1,437,444,[name]? Can I have her?,[name]? Can I have pear?,NA,3.93,tadult
01990001,51,01990001-51,1,444,447,Can I have her?,Can I have pear?,NA,3.93,ochild
01990001,51,01990001-51,1,447,455,"Oh. Oh. Oh, no, no.","Oh. Oh. Oh, no, no.",NA,3.93,ochild
01990001,51,01990001-51,2,1073,1078,"They got, they got in a fight.","They got, they got in a fight.",NA,3.93,tadult
01990001,51,01990001-51,2,1078,1081,the snake wrapped around the stick giant's leg.,the snake wrapped around the stick giant's leg.,NA,3.93,tadult
01990001,51,01990001-51,2,1081,1083,The stick giant got the whole thing.,The stick giant got the hold on a second,NA,3.93,tadult
01990001,51,01990001-51,2,1083,1085,The giant got the giant got the giant's head.,The stick giant got the giant's head.,NA,3.93,tadult
01990001,51,01990001-51,2,1085,1087,"I'm gonna guess. Just think giant got the giant's head. Oh, yeah.","Oh, my goodness",NA,3.93,tadult
01990001,51,01990001-51,2,1087,1088,What?,What?,NA,3.93,tadult
01990001,51,01990001-51,2,1088,1090,We hold up and show to go for a second?,We hold up and show to go for a second?,NA,3.93,tadult
01990001,51,01990001-51,2,1090,1092,Can I take off the pie to me?,Can I take off the pie to me?,NA,3.93,ochild
01990001,51,01990001-51,2,1092,1093,You what?,You what?,NA,3.93,tadult
01990001,51,01990001-51,2,1093,1095,Have the pieced me?,Have the pieced me?,NA,3.93,ochild
01990001,51,01990001-51,2,1095,1096,"Yeah, sir. You're doing favorite.","Yeah, sir. You're doing a favor",NA,3.93,tadult
01990001,51,01990001-51,2,1096,1098,"Eat your apple, okay?","Eat your apple, okay?",NA,3.93,tadult
01990001,51,01990001-51,2,1098,1099,Okay?,Okay?,NA,3.93,tadult
01990001,51,01990001-51,2,1099,1101,"It's pretty exciting, dude.","It's pretty exciting, [name].",proper noun,3.93,tadult
01990001,51,01990001-51,2,1101,1103,I don't want her to eat your apple.,I want one pear and two apple,NA,3.93,ochild
01990001,51,01990001-51,2,1103,1104,"Yeah, well, eat your apple.","Yeah, well, eat your apple.",NA,3.93,tadult
01990001,52,01990001-52,1,368,375,It looks very green and wet gown. It's different than adults.,It looks very green and wet gown. It's different than adults.,NA,3.93,tadult
01990001,52,01990001-52,1,375,377,So we look at it.,So we look at it.,NA,3.93,tadult
01990001,52,01990001-52,1,377,379,So you need you know about pain.,So you need you know about pay.,NA,3.93,tadult
01990001,52,01990001-52,1,379,381,I just told them the uncut needing to step here.,I just told them the uncut needing to step here.,NA,3.93,tadult
01990001,52,01990001-52,1,381,383,"Yeah. Yeah, definitely in the sun, right? Right here,","Yeah. Yeah, definitely in the sun, right? Right here,",NA,3.93,tadult
01990001,52,01990001-52,1,383,385,I have the first place to do on.,I have the first place to do on.,NA,3.93,tadult
01990001,52,01990001-52,1,385,386,I think the,I think the,NA,3.93,tadult
01990001,52,01990001-52,1,386,392,"Yeah, definitely in the sun, right?","Yeah, definitely in the sun, right?",NA,3.93,tadult
01990001,52,01990001-52,1,392,392.8,Right here.,Right here.,NA,3.93,tadult
01990001,52,01990001-52,1,392.8,393.8,This is a good spot.,This is a good spot.,NA,3.93,tadult
01990001,52,01990001-52,1,393.8,395,"Oh, really nice.","Oh, really nice.",NA,3.93,tadult
01990001,52,01990001-52,1,395,396,Right there.,Right there.,NA,3.93,tadult
01990001,52,01990001-52,1,396,399,"And [name], why don't you go right there and [name] you go right there?","And [name], why don't you go right there and [name] you go right there?",NA,3.93,tadult
01990001,52,01990001-52,1,399,400,Yeah.,Yeah.,NA,3.93,tadult
01990001,52,01990001-52,1,400,401,Awesome.,[name],proper noun,3.93,ochild
01990001,52,01990001-52,2,1078,1080,"What, wait, wait? Not yet, not yet, not yet, not yet.","What, wait, wait? Not yet, not yet, not yet, not yet.",NA,3.93,tadult
01990001,52,01990001-52,2,1080,1084,"Step in and then lift down any. Ready? One, two, three, lift up under your head.","Step in and then lift down any. Ready? One, two, three, lift up under your head.",NA,3.93,tadult
01990001,52,01990001-52,2,1084,1086,"Come on in, throw it under you.","Come on in, throw it under you.",NA,3.93,tadult
01990001,52,01990001-52,2,1086,1087,Hold on you.,Hold on you.,NA,3.93,tadult
01990001,52,01990001-52,2,1087,1090,Keep on under.,Keep on under.,NA,3.93,tadult
01990001,52,01990001-52,2,1090,1091,Keep on under.,Keep on under.,NA,3.93,tadult
01990001,52,01990001-52,2,1091,1093,Bend your body down here. Bend your body down.,Bend your body down here. Bend your body down.,NA,3.93,tadult
01990001,52,01990001-52,2,1093,1094,Bend your body down.,Bend your body down.,NA,3.93,tadult
01990001,52,01990001-52,2,1094,1095,"You got it, [name].","You got it, [name]",proper noun,3.93,tadult
01990001,52,01990001-52,2,1095,1096,Come down.,Bend down.,NA,3.93,tadult
01990001,52,01990001-52,2,1096,1098,You got to sit on it.,You got to sit on it.,NA,3.93,tadult
01990001,52,01990001-52,2,1098,1099,Come sit down.,Come sit down.,NA,3.93,tadult
01990001,52,01990001-52,2,1099,1100,You guys sit down.,You guys sit down.,NA,3.93,tadult
01990001,52,01990001-52,2,1100,1102,"I know, okay.","I know, okay.",NA,3.93,tadult
01990001,52,01990001-52,2,1102,1105.16,"Sit down. Now, check, you see it, check it on your bottom okay and who was over here","Sit down. Now, check, you see it, check it on your bottom okay and who was over here",NA,3.93,tadult
01990001,52,01990001-52,2,1105.16,1110.92,I like [name] now can you see everyone across way to the person to,[name] now tuck it under your bottom. now can you see everyone across wave to the person to,NA,3.93,tadult
02100001,03,02100001-03,1,370,380,What say you say now for What? Say it slowly.,What? Say it slowly.,NA,4.1,ochild
02100001,03,02100001-03,1,370,380,"T, H, E, and then E. And what do you want lowercase or uppercase?","T, H, E, and then E. And what do you want lowercase or uppercase?",NA,4.1,tadult
02100001,03,02100001-03,1,380,382,Uppercase?,Uppercase?,NA,4.1,ochild
02100001,03,02100001-03,1,382,385,"Uppercase. Uppercase. Hold on, let me do upper case.","Uppercase. Uppercase. Hold on, let me do upper case.",NA,4.1,tadult
02100001,03,02100001-03,1,385,390,T-H-E is that.,T-H-E is that.,NA,4.1,tadult
02100001,03,02100001-03,1,390,400,E-N-D. So that's how you spell. The bottom one is lowercase. I think we have lots of news today.,E-N-D. So that's how you spell. The bottom one is lowercase. I think we have lots of news today.,NA,4.1,tadult
02100001,03,02100001-03,1,400,405,So excited. And we're going to do some good songs.,So excited. And we're going to do some good songs.,NA,4.1,tadult
02100001,03,02100001-03,1,405,406,"Oh, okay.","Oh, okay.",NA,4.1,tadult
02100001,03,02100001-03,1,406,407,You have another one?,You have another one?,NA,4.1,tadult
02100001,03,02100001-03,1,407,410,How many songs are you ready?,How many songs are you gonna do?,NA,4.1,ochild
02100001,03,02100001-03,1,410,413,What we're going to do is the Sailor Went to See as our gathering song.,What we're going to do is the Sailor Went to See as our gathering song.,NA,4.1,tadult
02100001,03,02100001-03,2,1116.5,1118.5,It's fake.,It's fake.,NA,4.1,tadult
02100001,03,02100001-03,2,1118.5,1121.5,The pad is fake or the book that parents make is fake.,The pad is fake or the book that parents make is fake.,NA,4.1,tadult
02100001,03,02100001-03,2,1121.5,1124.5,Look at the star that I put on.,Look at the star that I put on.,NA,4.1,ochild
02100001,03,02100001-03,2,1124.5,1126.5,"I like the star, huh?","I like the star, huh?",NA,4.1,tadult
02100001,03,02100001-03,2,1126.5,1128.5,Reminds me of the stars and the ocean.,Reminds me of the stars and the ocean.,NA,4.1,tadult
02100001,03,02100001-03,2,1128.5,1130.5,Do everything like the stars.,Do everything like the stars.,NA,4.1,tadult
02100001,03,02100001-03,2,1130.5,1133.5,I have in a book here.,I have in a book here.,NA,4.1,ochild
02100001,03,02100001-03,2,1133.5,1135.5,A C star?,A sea star?,NA,4.1,tadult
02100001,03,02100001-03,2,1135.5,1136.5,Yes.,Yes.,NA,4.1,ochild
02100001,03,02100001-03,2,1136.5,1138.5,You need a big heart on the back on the cup cover.,You need a big heart on the back on the cup cover.,NA,4.1,tadult
02100001,03,02100001-03,2,1138.5,1143.5,I don't know how to want the keys.,I don't know how to write these,NA,4.1,ochild
02100001,03,02100001-03,2,1143.5,1145.5,Would you like to rob?,Would you like to rob?,NA,4.1,tadult
02100001,03,02100001-03,2,1145.5,1146.5,Okay?,Okay?,NA,4.1,tadult
02100001,03,02100001-03,2,1146.5,1150.5,"He paid the cup, cup, cup, cup, cup, cup, tea.","He paid the cup, cup, cup, cup, cup, cup, tea.",NA,4.1,tadult
02100001,03,02100001-03,3,1819.34,1823.5,I'm going to build a tower to eat that.,I'm going to build a tower to eat that.,NA,4.1,ochild
02100001,03,02100001-03,3,1823.5,1824.5,There's like...,There's like...,NA,4.1,ochild
02100001,03,02100001-03,3,1824.5,1827.5,There's like... The guy.,There's like... The guy.,NA,4.1,ochild
02100001,03,02100001-03,3,1827.5,1828.5,That guy.,That guy.,NA,4.1,ochild
02100001,03,02100001-03,3,1828.5,1829.5,"Oh,","Oh,",NA,4.1,ochild
02100001,03,02100001-03,3,1829.5,1834.5,"Oh, I see. No, no, that was a little.","Oh, I see. No, no, that was a little.",NA,4.1,ochild
02100001,03,02100001-03,3,1837.5,1840.5,"No, he, no, he.","No, he, no, he.",NA,4.1,ochild
02100001,03,02100001-03,3,1837.5,1840.5,"That was [name]'s Tower, not your Tower View.","That was [name]'s Tower, not your Tower, [name]",proper noun,4.1,radult
02100001,03,02100001-03,3,1840.5,1841.5,"No, no.","No, no.",NA,4.1,ochild
02100001,03,02100001-03,3,1841.5,1851.5,"See, I'm making it better.","See, I'm making it better.",NA,4.1,ochild
02100001,03,02100001-03,3,1841.5,1851.5,"So [name], I think if [name] wants to build her own tower, she can build her own tower. And you can build your own tower too.","So [name], I think if [name] wants to build her own tower, she can build her own tower. And you can build your own tower too.",NA,4.1,radult
02100001,03,02100001-03,4,2408.5,2413.5,pet them awake at night. So he's snoring right here? Okay.,kept them awake at night. So he's snoring right here? Okay.,NA,4.1,radult
02100001,03,02100001-03,4,2413.5,2418.5,And one was a kind of there.,And one was a kind of there.,NA,4.1,kchild
02100001,03,02100001-03,4,2418.5,2419.5,What?,What?,NA,4.1,radult
02100001,03,02100001-03,4,2419.5,2423.5,"Oh, look at him poking out of the castle.","Oh, look at him poking out of the castle.",NA,4.1,radult
02100001,03,02100001-03,4,2423.5,2424.5,He's a there.,He's a there.,NA,4.1,kchild
02100001,03,02100001-03,4,2424.5,2430.86,"So on Saturday, the king gave John a big bag of gold for all of the work we had done","So on Saturday, the king gave John a big bag of gold for all of the work we had done",NA,4.1,radult
02100001,03,02100001-03,4,2430.86,2448.62,we'll have a picnic lunch before you go home said the queen suddenly a cloud of fairies appeared. Look at all the fairies. They were John's friends from the enchanted forest. We missed you giant John they said there is no one to dance to our magic music we came to play for you oh so they're,we'll have a picnic lunch before you go home said the queen suddenly a cloud of fairies appeared. Look at all the fairies. They were John's friends from the enchanted forest. We missed you giant John they said there is no one to dance to our magic music we came to play for you oh so they're,NA,4.1,radult
02140001,31,02140001-31,1,349,351,What do you?,What do you?,NA,4.22,tadult
02140001,31,02140001-31,1,351,355,You have only catfish is my egg.,You have only catfish is my egg.,NA,4.22,ochild
02140001,31,02140001-31,1,355,357,I love it.,I love that dress,NA,4.22,tadult
02140001,31,02140001-31,1,357,358,I love it.,I love it.,NA,4.22,tadult
02140001,31,02140001-31,1,358,360,I love it. I love it.,I love it. I love it.,NA,4.22,tadult
02140001,31,02140001-31,1,360,374,It has pocket. I was a a I meant to be talking to the dog for one of the,It has pocket. I was a a I meant to be talking to the dog for one of the,NA,4.22,ochild
02140001,31,02140001-31,1,374,375,not the right?,not the right?,NA,4.22,ochild
02140001,31,02140001-31,1,375,378,That's a little bit.,That's a little bit.,NA,4.22,ochild
02140001,31,02140001-31,1,378,393,There are a drop on the news now. I think I'm going to write now.,There are a drop on the news now. I think I'm going to write now.,NA,4.22,tadult
02140001,31,02140001-31,2,1053,1054,The thing I got.,The thing I got.,NA,4.22,ochild
02140001,31,02140001-31,2,1054,1071,What thing? What? I wonder why your pocket looked so big.,What thing? What? I wonder why your pocket looked so big.,NA,4.22,kchild
02140001,31,02140001-31,2,1071,1075,Because the daddy was in there.,Because the that thing was in there.,NA,4.22,ochild
02140001,31,02140001-31,2,1075,1094,NA,"Look. It's a passageway. No, but it looks like a passageway",NA,4.22,kchild
02140001,31,02140001-31,2,1075,1094,NA,Yes it is,NA,4.22,ochild
02140001,31,02140001-31,2,1075,1094,Look.,Look.,NA,4.22,kchild
02140001,31,02140001-31,2,1075,1094,"No, we don't need that yet. When we add this block we can","No, we don't need that yet. When we add this block we can",NA,4.22,kchild
02140001,31,02140001-31,3,1750.2,1757,"Yeah, here, um, here, [name], put in there. Put in there.","Yeah, here, um, here, [name], put in there.",NA,4.22,kchild
02140001,31,02140001-31,3,1757,1759,Thank you.,Thank you.,NA,4.22,ochild
02140001,31,02140001-31,3,1759,1761,There.,There.,NA,4.22,ochild
02140001,31,02140001-31,3,1761,1762,And Dr.,And Dr.,NA,4.22,ochild
02140001,31,02140001-31,3,1762,1764,Peal.,Peal.,NA,4.22,ochild
02140001,31,02140001-31,3,1764,1768,And Dr. Peal. And then put it in place.,And then put it in place.,NA,4.22,ochild
02140001,31,02140001-31,3,1768,1774,I feel like this,I feel like this,NA,4.22,kchild
02140001,31,02140001-31,3,1774,1800,"I feel like this reason room is big enough.  No, no, no, we don't need to like that.","I feel like this reason room is big enough. No, no, no, we don't need to like that.",NA,4.22,kchild
02140001,31,02140001-31,3,1774,1800,I got one in my back. Look. Look.,I got one in my back. Look. Look.,NA,4.22,ochild
02140001,31,02140001-31,4,2436,2493,Take on the back. There's a little. I think,Take on the back. There's a little. I think,NA,4.22,tadult
02140001,31,02140001-31,4,2436,2493,"[name], look at mine.","[name], look at mine.",NA,4.22,ochild
02140001,31,02140001-31,4,2436,2493,down. I think the red clay on but I can't find it.,down.,NA,4.22,kchild
02140001,31,02140001-31,5,3129,3130,Fantastic.,Fantastic.,NA,4.22,tadult
02140001,31,02140001-31,5,3130,3135,Now you got a bracelet.,Now you got a bracelet.,NA,4.22,tadult
02140001,31,02140001-31,5,3136,3137,a bracelet. Whoa!,Whoa!,NA,4.22,kchild
02140001,31,02140001-31,5,3137,3138,Can you?,Can you?,NA,4.22,kchild
02140001,31,02140001-31,5,3138,3143,Can you come go? Okay.,Can you help me tape this down?,NA,4.22,kchild
02140001,31,02140001-31,5,3143,3145,Most I'm gonna go.,Most I'm gonna go.,NA,4.22,tadult
02140001,31,02140001-31,5,3145,3147,"All right, Miss E E.","All right, Miss",NA,4.22,tadult
02140001,31,02140001-31,5,3147,3150,"[name], are you going to dust with me?","[name], are you going to dust with me?",NA,4.22,tadult
02140001,31,02140001-31,5,3150,3151,Okay.,Okay.,NA,4.22,tadult
02140001,31,02140001-31,5,3151,3155,"Okay, I have one because you have a lot.","Okay, I have one because you have a lot.",NA,4.22,kchild
02140001,31,02140001-31,5,3155,3157,Why? I don't have any shoes.,Why? I don't have any seashell.,NA,4.22,kchild
02140001,31,02140001-31,5,3157,3161,Why? I don't have any seashell.,Why? I don't have any seashell.,NA,4.22,kchild
02140001,38,02140001-38,1,377,380,Did you also get a haircut?,Did you also get a haircut?,NA,4.2,ochild
02140001,38,02140001-38,1,380,390,"I don't, I don't like haircuts because I like my hair being long but my mom always makes me cut my hair.","I don't, I don't like haircuts because I like my hair being long but my mom always makes me cut my hair.",NA,4.2,ochild
02140001,38,02140001-38,1,390,392,I don't like it.,I don't like it.,NA,4.2,ochild
02140001,38,02140001-38,1,393,396,One day are you going to grow your hair long?,One day are you going to grow your hair long?,NA,4.2,tadult
02140001,38,02140001-38,1,396,400,And also at one I go on one,And also at one I go on one,NA,4.2,ochild
02140001,38,02140001-38,1,400,412,I go on watch slides but they're not full but but they're tiny like me because my mom says I can go on big like what.,I go on water slides but they're not full but but they're tiny like me because my mom says I can go on big slides,NA,4.2,ochild
02140001,38,02140001-38,2,1115,1118,"Oh, my God.","Oh, my God.",NA,4.2,tadult
02140001,38,02140001-38,2,1118,1132,"Oh, my god.","Oh, my god.",NA,4.2,tadult
02140001,38,02140001-38,2,1118,1132,Jump.,Jump.,NA,4.2,kchild
02140001,38,02140001-38,2,1118,1132,how much I'm going to scoot it back around a little bit more.,Does you helmet feel okay? I'm going to scoot it back around a little bit more.,NA,4.2,radult
02140001,38,02140001-38,2,1132,1133,"Whoop, there we are.","Whoop, there we are.",NA,4.2,radult
02140001,38,02140001-38,2,1133,1143,Go on.,Go on.,NA,4.2,radult
02140001,38,02140001-38,2,1133,1143,I actually make my own own.,I actually make my own own.,NA,4.2,ochild
02140001,38,02140001-38,2,1143,1147,What do you do?,What do you do?,NA,4.2,tadult
02140001,38,02140001-38,2,1147,1148,"Um, I sometimes make my own.","Um, I sometimes make my own.",NA,4.2,ochild
02140001,38,02140001-38,2,1148,1152,"Um, I sometimes make the library.",The library,NA,4.2,ochild
02140001,41,02140001-41,1,390,395,"Apple snake. Oh, I hope it doesn't break, but it broke.","Apple snake. Oh, I hope it doesn't break, but it broke.",NA,4.21,tadult
02140001,41,02140001-41,1,395,397,"I hope it doesn't break, but it broke.","I hope it doesn't break, but it broke.",NA,4.21,tadult
02140001,41,02140001-41,1,397,399,I hope it doesn't break.,I hope it doesn't break.,NA,4.21,tadult
02140001,41,02140001-41,1,399,400,And it doesn't break.,And it doesn't break.,NA,4.21,tadult
02140001,41,02140001-41,1,400,410,"And it doesn't break. Oh, I wonder how mom, I'm only, I wonder how mom, I'll make me wonder.","And it doesn't break. Oh, I wonder how long, I'm only, I wonder how long, I'll make me wonder.",NA,4.21,tadult
02140001,41,02140001-41,1,410,417,"Oh, you could have the apple core","Oh, can I have the apple core",NA,4.21,kchild
02140001,41,02140001-41,1,410,417,"How mom, how mom, you know, yes. , you know? Yes.","How mom, how mom, the core, you know, yes. , you know? Yes.",NA,4.21,tadult
02140001,41,02140001-41,2,1148,1150,They were always fired.,They were always fired.,NA,4.21,tadult
02140001,41,02140001-41,2,1150,1151,Oh.,Oh.,NA,4.21,tadult
02140001,41,02140001-41,2,1151,1154,Oh. more milk for you.,Oh. You want more milk,NA,4.21,tadult
02140001,41,02140001-41,2,1154,1156,more milk for you.,More milk,NA,4.21,tadult
02140001,41,02140001-41,2,1156,1160,More milk for you too.,"More milk for you too, [name]?",proper noun,4.21,tadult
02140001,41,02140001-41,2,1160,1163.32,"More milk for you too? No, no, no, no, no, no,","More milk, more milk",NA,4.21,tadult
02140001,41,02140001-41,2,1163.32,1165.72,more milk for you too.,more milk for you too.,NA,4.21,tadult
02140001,41,02140001-41,2,1165.72,1166.72,"Um,","Um,",NA,4.21,tadult
02140001,41,02140001-41,2,1166.72,1182,"uh, usher. [name]. [name]? Oh my goodness, you guys would be a lot of men.","uh, [name]. [name]. Milk for [name]? Oh my goodness, you guys want a lot of milk.",proper noun,4.21,tadult
02140001,41,02140001-41,3,1561,1562,Okay friends.,Okay friends.,NA,4.21,tadult
02140001,41,02140001-41,3,1562,1564,I think next time is over.,I think snack time is over.,NA,4.21,tadult
02140001,41,02140001-41,3,1564,1570,You can go put your plate in napkin and coke and the trash bin Laden.,You can go put your plate and napkin and cup in the trash bin,NA,4.21,tadult
02140001,41,02140001-41,3,1570,1571,I feel.,I feel.,NA,4.21,ochild
02140001,41,02140001-41,3,1571,1574,Thank you.,Thank you.,NA,4.21,ochild
02140001,41,02140001-41,3,1574,1575,I mean?,I mean?,NA,4.21,tadult
02140001,41,02140001-41,3,1575,1576,I'm caring?,I'm caring?,NA,4.21,kchild
02140001,41,02140001-41,3,1576,1580,"Oh, is it really?","Oh, is it really?",NA,4.21,tadult
02140001,41,02140001-41,3,1580,1581,That was really?,That was really?,NA,4.21,tadult
02140001,41,02140001-41,3,1581,1582,"Uh, it's...","Uh, it's...",NA,4.21,tadult
02140001,41,02140001-41,3,1582,1586,Hello.,Hello.,NA,4.21,ochild
02140001,41,02140001-41,3,1586,1587,Are you all?,Are you all?,NA,4.21,radult
02140001,41,02140001-41,3,1587,1591,Are you all done [name]?,Are you all done [name]?,NA,4.21,radult
02140001,41,02140001-41,3,1591,1592,Okay.,Okay.,NA,4.21,kchild
02370001,05,02370001-05,1,340,373,"Okay? Okay, I'm going to see now and then. I can go around it. I'm going to like that.","Okay? Okay, I'm going to see now and then. I can go around it. I'm going to like that.",NA,4.61,ochild
02370001,05,02370001-05,1,373,375,I like that.,I like that.,NA,4.61,ochild
02370001,05,02370001-05,1,375,377,[name].,[name].,NA,4.61,ochild
02370001,05,02370001-05,1,377,380,Hi.,Hi.,NA,4.61,ochild
02370001,05,02370001-05,1,380,381,"Hi, I [name].","Hi, I [name].",NA,4.61,ochild
02370001,05,02370001-05,2,1077.24,1087.24,"You. This big, that's small.","You. This big, that's small.",NA,4.61,tadult
02370001,05,02370001-05,2,1087.24,1089.24,So it's smaller than your hand.,So it's smaller than your hand.,NA,4.61,tadult
02370001,05,02370001-05,2,1089.24,1092.24,Over one second before you share any holding,Over one second before you share any holding,NA,4.61,tadult
02370001,05,02370001-05,2,1092.24,1097.24,"the picture, and his friends, I can you? Would anyone like kiwi?","the picture, and his friends, I can you?",NA,4.61,tadult
02370001,05,02370001-05,2,1097.24,1099.24,Would anyone like kiwi?,Would anyone like kiwi?,NA,4.61,tadult
02370001,05,02370001-05,2,1099.24,1102.24,Can you please?,Kiwi please?,NA,4.61,kchild
02370001,05,02370001-05,2,1102.24,1106.24,"Kiwi, [name]? Key we [name]. My name is my [name].","Kiwi, [name]? Kiwi [name]. Kiwi. My name is my [name].",proper noun,4.61,tadult
02370001,05,02370001-05,2,1106.24,1110.24,I have 40 years old and I used to go to bank.,I am 14 years old and I used to go to Bing,proper noun,4.61,tadult
02370001,05,02370001-05,2,1110.24,1114.24,"Keyee, [name].","Kiwi, [name].",NA,4.61,tadult
02370001,05,02370001-05,3,1821.24,1823.24,We are in a book.,We are in a book.,NA,4.61,tadult
02370001,05,02370001-05,3,1823.24,1826.24,We are in a book. We are in a book. We are being read. We are being read.,We are in a book. We are in a book. We are being read. We are being read.,NA,4.61,tadult
02370001,05,02370001-05,3,1826.24,1834.24,"Oh, I have a good idea. I can make the reader say a word.","Oh, I have a good idea. I can make the reader say a word.",NA,4.61,tadult
02370001,05,02370001-05,3,1834.24,1836.24,You can make the reader say a word out of the,And using my stylist to write in the air,NA,4.61,tadult
02370001,05,02370001-05,3,1836.24,1839.24,no blackboard.,no blackboard.,NA,4.61,tadult
02370001,05,02370001-05,3,1839.24,1841.24,You can make the reader say a word.,You can make the reader say a word.,NA,4.61,tadult
02370001,05,02370001-05,3,1841.24,1842.24,I can.,I can.,NA,4.61,tadult
02370001,05,02370001-05,3,1842.24,1845.24,If the reader reads out loud.,If the reader reads out loud.,NA,4.61,tadult
02370001,05,02370001-05,3,1847.24,1849.24,I think that's a good idea.,I think that's a good idea.,NA,4.61,tadult
02370001,05,02370001-05,3,1849.24,1851.24,That is a funny idea.,That is a funny idea.,NA,4.61,tadult
02370001,05,02370001-05,4,2166.24,2168.24,and then we're going to take the ladybugs.,and then we're going to take the ladybug off.,NA,4.61,radult
02370001,05,02370001-05,4,2168.24,2179.24,Okay. street.,Okay.,NA,4.61,kchild
02370001,06,02370001-06,1,347,350,Yeah.,Yeah.,NA,4.6,kchild
02370001,06,02370001-06,1,350,355,And then it's gonna tend to the iPad.,And then it's gonna send to the iPad.,NA,4.6,kchild
02370001,06,02370001-06,1,355,356,Yeah.,Yeah.,NA,4.6,ochild
02370001,06,02370001-06,1,358,361,"Well, do you see any movie now?","Well, do you see any movie now?",NA,4.6,kchild
02370001,06,02370001-06,1,361,365,"No, it's because it's not on the iPad yet.","No, it's because it's not on the iPad yet.",NA,4.6,kchild
02370001,06,02370001-06,1,365,367,Oh!,Oh!,NA,4.6,kchild
02370001,06,02370001-06,1,367,370,"Green light, red light.","Green light, red light.",NA,4.6,tadult
02370001,06,02370001-06,1,370,375,Green light and red light. Red light. Red light.,Green light and red light. Red light stop,audio recording,4.6,tadult
02370001,06,02370001-06,1,375,377,Green light go.,Green light go.,audio recording,4.6,tadult
02370001,06,02370001-06,1,377,378,Red light go.,Red light stop,audio recording,4.6,tadult
