file,utterance_no,start_time,end_time,text,speaker,context,pid,vid,sid,hispanic,ethnicity,gender,age,age_group,s_length
01640001-12,265,612,614,"It's going to be. Oh, well, look what beat it did she gave you? She gave you this. And say, thanks, be, would you like one to be?",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,266,614,617,"Okay, you got one to be beautiful.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,267,617,620,Mow. There you go.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,268,620,621,Mow.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,269,621,622,Mow.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,270,622,623,Mow. Mow.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,271,623,624,Hold on.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,272,624,626,All right.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,273,626,627,Mow.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,274,627,628,"And, mow.",ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,275,628,634,And I'm thinking of a person and this person that I'm thinking of a person and this person I'm thinking of.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,276,635,637,She has something on her shirt.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,277,637,640,"It would be really, really great if you found a treasure.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,278,640,643,You could use what this person has on their shirt.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,279,643,645,A pocket.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,280,645,646,A pocket.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,281,646,647,Who has a pocket?,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,282,647,650,"Oh, look, you got a little bucket be even putting the old treasure in there, huh?",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,283,650,654,"Oh, it has a pocket too. Oh, it has a pocket too.",ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,284,654,656,"Oh, it has a pocket too?",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,285,656,658,"And look, maybe it looked like you did, huh?",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,286,658,666,"All right, this person that I'm thinking of, um, this person I'm thinking of today, I don't know if you saw this, I hope you did.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,287,666,671,"This person I'm thinking of made a really, really big, a really, really big creation today.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,288,671,674.48,And he made it by putting two things together than he already made.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,289,675.92,679.92,[name],ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,290,675.92,679.92,[name] I wonder where your big creation went to do you have any idea where it is?,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,291,680.48,683,under your chair. You want to hold it up so we can take a look? It's under my chair. Under your chair.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,292,680.48,683,It's under my chair,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,293,683,684,You want to hold it up so we can take a look?,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,294,684,685,It's pretty interesting.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,295,685,686,I already saw it.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,296,686,687,"Yeah, I saw it too.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,297,687,688,It's pretty big.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,298,688,689,Me too.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,299,689,692,"And let's take a peek, hold it up please.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,300,692,694,More apple.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,301,694,695,"Ah, sure.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,302,695,697,Ask the apple please.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,303,697,699,"Oh my goodness, whoa.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,304,699,701,That is getting bigger and bigger and bigger.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,305,701,703.96,"[name], did you make a plan to share that at",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,306,703.96,704.8,story time today?,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,307,704.8,708.32,Hey I like the skin.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,308,708.32,711.32,Okay we I'm gonna look I've got a lot of pieces here this is the pieces that are,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,309,711.32,713,a little bit too soft for us.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,310,713,716,"Yeah, I'm going to give you a bunch of pieces. They have a lot of skin on them.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,311,716,718,"So you can pick one that, look, all these have skin on them.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,312,718,720,More apple.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,313,720,722,"[name], did you have one more?",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,314,722,722.8,And we're seeing any other one of you. I have one more than we see many other friends you want them okay?,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,315,722.8,725.4,What is this? Do you want apples?,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,316,725.4,726.4,It's apples too?,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,317,726.4,727.4,No.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,318,727.4,728.4,You want apples? There you go.,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,319,728.4,731,I want to see my picture at the door.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,320,731,735,"Your picture. Okay, did you make a play on a teacher, okay? Do you want any beach?",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,321,735,737,Mm-mm? No.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,322,737,738,Nice.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,323,738,742,"Nice apple, annual. There you go. You look, guy, do you want him?",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,324,742,742.84,I have some.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,325,744.68,746.36,I'll cut some more fruit in a second.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,326,746.36,747.36,Thanks.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,327,747.36,748.84,Yeah [name]. He popped a hug.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,328,748.84,750.72,"Thank you, Melia very much.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,329,750.72,752.44,And then [name] takes some of the counts of the summer.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,330,752.44,753,And we have milk Is he have milk?,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,331,753,754,You have milk?,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,332,754,755,You have milk?,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,333,755,756,Mm-hmm.,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,334,756,758,What's that waxing?,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,335,758,759,This thing? Mm-hmm.,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,336,759,761,It's called the nose creaking.,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,337,761,762,Kind of like how people have earrings.,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,338,762,763,[name] would you like some? how people have earrings?,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,339,763,764,Some people have them in their nose.,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,340,764,766,"Hey, [name], would you like some of the ears?",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,341,766,768,I'm not going to be enough.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,342,768,769,It might be enough.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,343,769,772,"If you take one and [name] takes one, I mean, maybe add it is the water.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,344,772,773,Can't.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,345,773,774,You want some milk.,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,346,774,776,We're gonna get milk in just a minute.,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,347,776,778,Keep your [name] and keep putting some fruit.,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,348,778,780,No one here.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,349,780,781,I have milk.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,350,781,782,"Yeah, we'll do.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,351,782,784,"We'll do milk in a second, yeah.",radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,352,784,786.44,"You know what I'm going to give you now, I'm going to give you watermelon.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,353,786.44,787.32,You're not going to believe it.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,354,787.32,790.32,There's a lot of water in water.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,355,790.32,792.16,Do you like watermelon?,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,356,792.16,794.96,"So if you're thirsty, you have a little bite of watermelon too, that will help you",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,357,794.96,795.96,thirst.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,358,795.96,800.96,I do not like watermelon at all.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,359,800.96,803,Watermelon at all. Watermelon has got some water and now.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,360,803,804,Try it.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,361,804,805,You'll see.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,362,805,808,It's not very good for me.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,363,808,810,It's not very good for you.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,364,810,812,I wonder why. I don't like it.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,365,812,813,"Oh, you don't like it. Oh, you don't like it. You don't like it.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,366,813,815,"Okay, well yeah, you don't have to either of you like it.",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,367,815,818,You can have the glasses without that money.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,368,818,820,"Remember, or you can't be allergic to it.",ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,369,820,822,You could be allergic to it.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,370,822,823.28,"This is really important, you're sitting by me. You could be allergic to it. This is really important",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,371,823.28,826.64,"and you're sitting by me, you can't put your hand in and grab. First of all, I want to make sure",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,372,826.64,829.84,everyone to get somebody do you take a big piece of. Other people might be a little bit sad.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,373,829.84,833.12,"But also, I don't, more importantly, I don't want to cut you right by accident",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,374,833.12,842.68,"So just pretend like you're going to reach for a piece okay. Watch him up. I'm cutting like you're going to reach for a piece. Watch him up. I'm cutting and he reaches for a piece, okay?",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,375,842.68,843.2,Watch him up.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,376,843.2,845.72,"If I'm cutting and he reaches for a piece,",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,377,845.72,847.32,what could I maybe do with his fingers?,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,378,847.32,851.88,"I don't if I'd cut them off, but I might scrape them",tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,379,851.88,853.2,and that would still hurt I think so.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,380,853.84,854.8,Okay now [name].,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,381,854.8,855.84,A few days.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,382,855.84,858.84,It was all day.,kchild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,383,858.84,860.84,And it would bother you in the night.,ochild,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,384,860.84,862,They would bother you in the night.,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,385,862,863,No one or two hundred please,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,386,863,865,do you like eating the cores,radult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,387,863,865,oh when you want some,tadult,indoor_snack,01640001,1,12,no,white,female,3.22,3,2167
01640001-12,388,865,870,I never want to be a cut by a giant frame guy.,kchild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,389,870,874,"Yeah, would you like to have a little bit there?",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,390,874,877,"There you are [name], or [name], and then...",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,391,877,879,Help you get milk? Milk and do that.,kchild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,392,879,880,Yeah.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,393,880,883,"Actually, one more thing before.",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,394,883,889,One more thing before.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,395,883,889,Do you want any water mine?,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,396,889,890,Awesome.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,397,890,892,That makes you pack a cup?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,398,892,894,What ain't milk?,kchild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,399,894,895,Okay.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,400,895,899,"Oh, you know I forgot to give you, oh my gosh, you'll he's in your bottom, okay?",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,401,899,900,Put your feet on the floor.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,402,900,902,"I thank you so much for being, you appreciate that.",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,403,902,904,"Actually, let's start with us.",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,404,904,905,Let's hurry open.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,405,905,911.2,I'm going to do it in it a different way watch it here. I'll go like this I'll go to,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,406,911.2,916.2,to...,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,407,911.2,916.2,have an alley right here too.,kchild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,408,911.2,916.2,"Oh no, ouchy. Is it hurt?",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,409,916.2,918,"Oh, I'm glad they don't hurt.",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,410,918,919,Oh no.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,411,919,920,You have a ice kick?,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,412,920,921,"[name], [name].",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,413,921,922,Yes.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,414,922,923,Ah.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,415,923,924,Ah.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,416,924,927,Are you guys?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,417,927,928,Do you enjoy some rice cake?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,418,928,931,"Um, hey snow would you like some rice cake?",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,419,931,934,"Melia, are you getting any food?",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,420,934,935,"I have one a little bit, thank you.",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,421,935,938,"Okay, would you like some watermelon adding?",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,422,938,939,Old Norman?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,423,939,943,"[name] would you like some water,",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,424,943,945,so would you like some rice rice rice?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,425,945,948.36,"Oh, I mean, slow.",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,426,948.36,949.96,What do you like to my skin?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,427,949.96,950.96,No.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,428,950.96,952.96,"Uh, [name], would you like some rice cake?",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,429,952.96,954.96,Is it a little spicy?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,430,954.96,955.96,Yeah.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,431,955.96,957.36,"What are you, spicy?",kchild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,432,957.36,959,What do you like to you? Do you like to my name?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,433,959,961,What do you like to my-?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,434,961,962,Think you buddy.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,435,962,963,All right now.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,436,963,965,No thank you.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,437,965,966,"Okay, remember though, do me a favor.",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,438,966,968.44,"Oh, wait, [name], wait, stop for a second, stop for second. Turn your volume up for me a favor. Oh, wait, [name], stop for seconds, stop or second.",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,439,968.44,969.92,Turn your volume up for just a second.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,440,969.92,974.44,"So [name], when I hand it to you, that's one I want you to do your thinking part.",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,441,974.44,976,"And your thinking part is where you go,",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,442,976,979.64,do I want it or do I not want it? if I hold it like this to you and you take it,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,443,979.64,983,that I'll think you want it but you can think to yourself if I want it or do I not want it?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,444,983,985,And then you can say no thank you.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,445,985,989,"Okay, you're probably no, that's a little kiss.",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,446,989,990,"Okay, you're going to get it.",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,447,990,993,Now we're going to do cheese and we'll do milk.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,448,993,1002,"Hey, Malia, how would you be going to read the wall in the middle of the book. The wall in the middle of the book.",tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,449,1002,1016.2,The wall in the middle of the book.  There's a wall in the middle of the brick. There's a wall in the middle of the brick. You're right.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,450,1002,1016.2,The brick. There's a brick.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,451,1016.2,1018,You're right.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,452,1020,1021,What kind of animals are these?,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,453,1023,1025,A tiger,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,454,1023,1025,"and do you any... Exactly, it's a tiger and around.",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,455,1025,1030,And it's a good thing.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,456,1030,1031,Can you hold up a little bit more?,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,457,1031,1033,It's a good thing.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,458,1033,1037,The wall protects this side of the book.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,459,1037,1041.56,From the... protects this side of the book the other side of the book is not.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,460,1041.56,1059,I know this side of the book is safe. The other side is not. That side's the state thing. The same thing.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,461,1041.56,1059,No it is. I don't think it is. They're wrong. That side is not safe. That side's the not safe.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,462,1059,1064,But the most dangerous thing in the other side of the book is the ogre.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,463,1064,1069,"If the ogre ever caught me, he didn't eat me up.",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,464,1070,1075,But that's why I'm glad there's a wall in the middle of the book,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,465,1075,1078,and that I'm on this side of it.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,466,1078,1079,It's true.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,467,1079,1080,It's you too.,tadult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,468,1080,1083,"Look at a second, what's going on?",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,469,1083,1088.2,This is not supposed to happen on this side of the book.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,470,1088.2,1092.2,Oh my goodness.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,471,1092.2,1098,"Wow, thank you so much!",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,472,1100,1103,"Oh no, I'm on the other side of the book.",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,473,1106,1109,And you're the ogre who's going to eat me up.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,474,1109,1114,Ha ha ha!,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,475,1114,1119,I'm actually a nice ogre and this side of the book is fantastic.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,476,1122.2,1124.2,"Come on, I'll show you around.",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,477,1124.2,1130,"Oh my gosh, the side of the book's kind of scary now.",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,478,1130,1131,Endangered.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,479,1131,1132,I know.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,480,1132,1134,"Olga, wait for me!",ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,481,1134,1136,"They're right, that is what it says.",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,482,1136,1141.28,And they're all happy on this side of the both sides of the,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,483,1141.28,1144.28,book now.,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,484,1144.28,1145.28,Bia!,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,485,1145.28,1152,Look at the little mouse. That's so cute. The end. Did you guys like that book?,radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,486,1152,1153,No.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,487,1153,1154,No.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,488,1154,1155,No.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,489,1155,1157,There's a lot.,ochild,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
01640001-12,490,1157,1160,"Hey [name], would you go at this another book, please?",radult,indoor_snack,01640001,2,12,no,white,female,3.22,3,2167
